beat,date,crimes
513,01/05/2014,50
412,01/05/2014,53
1122,01/06/2014,53
831,01/03/2014,50
1011,01/06/2014,45
735,01/05/2014,35
1232,01/06/2014,28
1623,01/03/2014,27
1833,01/06/2014,53
922,01/01/2013,51
1924,01/06/2014,46
513,01/06/2014,52
1612,01/05/2014,19
131,01/05/2014,36
634,01/05/2014,32
1211,01/09/2013,33
321,01/01/2013,90
932,01/06/2014,32
2234,01/03/2014,34
423,01/01/2013,99
2424,01/02/2012,39
1834,01/10/2014,65
1013,01/01/2013,44
2223,01/01/2012,59
1622,01/04/2012,31
2534,01/01/2014,55
2523,01/01/2013,41
1212,01/06/2014,22
1912,01/11/2014,17
624,01/06/2014,44
223,01/12/2014,25
1732,01/10/2014,40
314,01/12/2014,27
2525,01/12/2014,21
432,01/12/2014,40
1623,01/12/2014,31
1824,01/11/2014,22
624,01/12/2014,62
614,01/11/2014,28
1413,01/09/2014,22
1532,01/11/2014,58
2411,01/09/2014,30
621,01/12/2014,51
1213,01/12/2014,19
632,01/08/2013,59
224,01/11/2014,25
433,01/08/2014,35
931,01/12/2014,32
423,01/09/2014,62
512,01/10/2014,64
631,01/09/2014,52
1621,01/11/2014,15
731,01/11/2014,35
714,01/12/2014,18
925,01/09/2014,20
323,01/09/2014,46
724,01/11/2014,29
322,01/03/2013,58
733,01/11/2014,42
433,01/01/2012,43
1913,01/12/2014,37
1113,01/12/2014,50
1914,01/07/2013,43
1513,01/05/2014,35
1512,01/01/2013,37
433,01/02/2013,36
1834,01/12/2014,84
822,01/01/2013,57
924,01/12/2014,35
726,01/10/2014,19
2233,01/03/2013,36
1133,01/08/2013,53
735,01/10/2014,46
2432,01/01/2013,36
1914,01/04/2014,43
523,01/10/2014,44
523,01/01/2012,61
1224,01/01/2013,51
1224,01/02/2013,33
222,01/03/2013,35
2523,01/05/2014,23
221,01/09/2013,22
1911,01/01/2012,27
131,01/05/2013,36
921,01/01/2012,37
1023,01/01/2012,35
1135,01/11/2014,37
2533,01/01/2013,84
123,01/04/2012,59
221,01/01/2012,40
114,01/01/2013,27
835,01/09/2014,53
1633,01/01/2013,44
2223,01/09/2014,29
2212,01/01/2014,45
1123,01/03/2012,41
622,01/03/2013,36
924,01/01/2013,37
732,01/06/2013,35
913,01/01/2013,52
1011,01/01/2013,89
933,01/12/2014,23
1031,01/12/2012,47
511,01/01/2012,87
2431,01/06/2013,21
114,01/12/2013,27
1914,01/09/2013,30
1214,01/08/2013,39
431,01/10/2014,39
214,01/01/2012,27
832,01/02/2012,75
715,01/02/2014,26
1824,01/03/2014,25
223,01/03/2014,29
232,01/03/2014,29
2521,01/01/2014,46
1912,01/03/2014,28
922,01/03/2014,33
224,01/02/2014,30
2423,01/03/2014,21
723,01/03/2014,40
811,01/03/2014,22
214,01/03/2014,13
1433,01/02/2014,20
1423,01/02/2014,28
1532,01/02/2014,68
111,01/02/2014,58
131,01/01/2012,50
2222,01/02/2014,30
1424,01/03/2014,27
711,01/01/2014,36
1115,01/02/2014,39
723,01/01/2014,64
914,01/01/2014,47
1911,01/06/2013,22
731,01/01/2012,47
1824,01/06/2013,49
2511,01/06/2013,28
212,01/03/2014,44
914,01/05/2013,43
1522,01/02/2014,81
815,01/07/2013,54
1831,01/07/2014,41
713,01/03/2014,60
634,01/03/2014,35
1512,01/03/2014,28
935,01/01/2012,40
1431,01/04/2014,24
735,01/12/2012,42
624,01/01/2012,91
2223,01/04/2013,47
1411,01/03/2014,28
2433,01/01/2013,30
532,01/09/2014,32
511,01/09/2014,84
324,01/01/2014,59
912,01/09/2014,27
1814,01/10/2014,20
1133,01/10/2014,51
934,01/09/2014,28
2513,01/10/2014,24
2514,01/10/2014,24
1723,01/10/2014,43
2022,01/09/2014,14
524,01/06/2014,33
1133,01/03/2014,56
2024,01/10/2014,26
2535,01/10/2014,34
225,01/10/2014,19
225,01/01/2012,29
811,01/11/2013,28
1924,01/09/2014,38
1524,01/10/2014,36
1832,01/09/2014,19
1221,01/09/2014,35
1922,01/08/2014,31
2522,01/01/2013,60
1724,01/10/2014,26
334,01/11/2014,35
1412,01/05/2014,29
1124,01/10/2014,21
1921,01/08/2014,22
611,01/09/2014,49
1614,01/01/2013,28
922,01/12/2013,39
2534,01/06/2014,49
733,01/03/2014,35
913,01/09/2013,30
2032,01/10/2014,15
811,01/07/2014,21
322,01/01/2013,54
1421,01/08/2014,29
1111,01/10/2014,47
923,01/08/2014,21
913,01/09/2014,26
513,01/04/2014,66
222,01/09/2014,39
214,01/09/2014,34
2531,01/03/2013,34
1235,01/01/2013,40
1121,01/10/2014,61
431,01/06/2014,46
1811,01/07/2014,24
623,01/12/2014,34
333,01/01/2013,45
631,01/10/2014,46
1634,01/06/2013,39
2212,01/04/2014,39
611,01/12/2014,38
1631,01/06/2013,19
621,01/06/2013,62
124,01/04/2013,25
1912,01/10/2014,18
221,01/05/2014,33
1113,01/01/2012,63
2223,01/06/2012,42
715,01/01/2012,38
634,01/12/2013,25
1712,01/10/2013,45
1113,01/10/2014,65
1533,01/04/2012,72
1712,01/01/2013,49
424,01/01/2013,56
312,01/01/2013,48
1911,01/01/2013,36
2222,01/01/2012,58
414,01/08/2013,82
933,01/01/2013,36
1131,01/07/2013,39
1212,01/10/2012,33
313,01/01/2013,46
1133,01/01/2013,73
313,01/12/2012,48
1531,01/07/2013,44
1713,01/09/2013,25
823,01/11/2013,61
1124,01/02/2013,31
1031,01/08/2013,45
2223,01/01/2014,48
111,01/05/2014,57
1413,01/07/2014,19
1031,01/11/2013,52
815,01/02/2013,48
321,01/03/2013,49
1533,01/01/2013,111
1532,01/06/2013,68
611,01/06/2014,53
1833,01/03/2014,44
1611,01/08/2013,12
1413,01/04/2014,21
524,01/02/2012,50
814,01/05/2013,24
1034,01/06/2012,41
523,01/05/2014,52
1732,01/05/2014,27
632,01/02/2014,52
2221,01/01/2013,44
522,01/07/2014,50
1833,01/07/2014,36
2012,01/02/2014,19
1921,01/05/2014,24
1215,01/06/2014,18
1124,01/07/2014,31
1423,01/04/2014,18
422,01/07/2014,47
1731,01/07/2014,29
1834,01/06/2014,60
1821,01/07/2014,36
1831,01/06/2014,55
533,01/07/2014,37
511,01/07/2014,88
913,01/07/2014,26
1532,01/07/2014,58
1631,01/04/2014,19
512,01/05/2014,43
624,01/07/2014,64
232,01/07/2014,35
822,01/07/2014,50
1632,01/07/2014,18
1533,01/03/2014,84
2523,01/03/2014,26
815,01/04/2014,38
1932,01/07/2014,10
213,01/05/2014,25
1931,01/06/2014,16
1813,01/06/2014,9
122,01/08/2014,51
422,01/08/2014,33
714,01/05/2014,20
1923,01/05/2014,26
632,01/05/2014,51
324,01/05/2014,51
821,01/08/2014,30
1113,01/05/2014,55
1832,01/08/2014,20
215,01/06/2014,17
1733,01/08/2014,28
2522,01/01/2014,36
1431,01/01/2014,19
222,01/02/2014,37
1831,01/12/2014,41
1921,01/09/2013,20
1731,01/02/2014,41
633,01/07/2014,22
2232,01/04/2014,37
2514,01/06/2012,39
1224,01/02/2014,22
123,01/07/2014,38
121,01/07/2014,18
1432,01/07/2014,38
512,01/02/2014,55
211,01/04/2014,29
522,01/01/2012,93
1033,01/02/2014,34
2213,01/01/2013,43
1123,01/01/2013,71
1723,01/10/2013,41
722,01/07/2014,36
313,01/02/2013,30
713,01/05/2014,47
1912,01/01/2012,39
1912,01/06/2014,21
1933,01/04/2014,25
1831,01/01/2014,72
2534,01/12/2014,49
2022,01/12/2013,14
1912,01/08/2014,21
924,01/07/2014,33
1722,01/08/2014,26
2031,01/08/2014,15
2422,01/11/2014,34
1234,01/12/2014,23
523,01/11/2014,46
421,01/10/2014,64
1122,01/12/2014,44
524,01/11/2014,35
735,01/12/2014,46
724,01/10/2014,38
431,01/04/2013,45
1232,01/03/2013,28
732,01/01/2013,42
2423,01/12/2014,22
1651,01/12/2014,19
2411,01/10/2014,31
2532,01/11/2014,36
2532,01/12/2014,35
1632,01/06/2014,13
1411,01/08/2014,19
122,01/12/2012,51
1925,01/11/2014,19
231,01/04/2013,32
834,01/10/2014,49
613,01/04/2012,48
732,01/01/2012,45
922,01/07/2014,35
523,01/04/2014,45
1812,01/05/2014,20
921,01/11/2013,34
2422,01/12/2014,40
212,01/12/2014,30
835,01/01/2012,41
1934,01/11/2013,30
611,01/10/2014,37
414,01/01/2014,86
124,01/11/2013,34
1914,01/01/2012,43
1213,01/11/2014,26
522,01/09/2014,61
411,01/12/2014,34
2423,01/08/2014,24
1432,01/12/2014,20
2511,01/12/2014,16
614,01/04/2012,37
2221,01/12/2013,34
1223,01/02/2014,27
215,01/12/2013,30
1612,01/01/2013,16
1123,01/11/2013,36
934,01/11/2013,42
1624,01/01/2013,36
2022,01/02/2014,8
1021,01/01/2012,54
611,01/01/2012,84
1133,01/06/2012,55
1632,01/09/2012,19
413,01/11/2013,46
235,01/01/2013,18
1014,01/01/2012,47
2232,01/04/2013,44
1723,01/05/2013,51
613,01/02/2012,42
2532,01/01/2014,54
732,01/10/2014,26
224,01/01/2013,39
631,01/07/2013,51
824,01/03/2013,50
2221,01/04/2012,32
815,01/01/2012,63
313,01/06/2013,44
612,01/01/2014,74
122,01/04/2013,48
1122,01/05/2014,64
1833,01/04/2014,52
511,01/02/2014,70
2211,01/02/2014,25
323,01/05/2014,44
421,01/04/2014,72
2211,01/05/2014,28
1713,01/02/2014,19
1433,01/05/2014,31
1531,01/04/2014,59
2212,01/02/2014,36
811,01/05/2014,29
715,01/05/2014,26
823,01/02/2014,52
734,01/04/2014,34
2535,01/03/2014,33
711,01/12/2013,43
511,01/04/2014,73
924,01/05/2014,37
1123,01/03/2014,54
1433,01/03/2013,26
511,01/05/2014,67
522,01/02/2014,45
1914,01/05/2014,47
632,01/06/2014,37
1032,01/06/2013,30
1723,01/04/2014,24
1722,01/06/2014,20
2514,01/06/2014,26
421,01/06/2014,81
1223,01/05/2014,28
622,01/04/2014,26
411,01/04/2014,39
1214,01/06/2014,21
1221,01/03/2014,22
1822,01/06/2014,20
1233,01/07/2013,37
2515,01/05/2014,57
1533,01/04/2014,72
523,01/02/2014,54
1621,01/03/2014,13
2221,01/04/2014,29
1034,01/01/2013,56
712,01/12/2013,56
1712,01/04/2014,23
1424,01/08/2014,40
1833,01/12/2013,56
623,01/03/2014,49
1821,01/04/2014,40
1611,01/10/2013,13
1922,01/01/2014,20
1822,01/07/2014,21
1513,01/11/2014,28
1611,01/06/2014,17
2534,01/01/2012,71
2234,01/10/2014,51
424,01/12/2014,55
1123,01/11/2014,38
2535,01/11/2014,43
523,01/08/2014,43
1034,01/06/2014,29
513,01/11/2014,52
1031,01/12/2014,40
1821,01/12/2014,34
1012,01/12/2014,39
1231,01/12/2014,27
1034,01/12/2014,34
726,01/12/2014,26
1724,01/11/2014,19
2525,01/11/2014,21
133,01/08/2014,15
821,01/11/2014,41
2211,01/11/2014,21
1911,01/08/2013,31
522,01/11/2014,48
234,01/12/2014,15
1133,01/12/2014,52
1831,01/04/2012,47
412,01/09/2014,46
2523,01/01/2012,36
1731,01/05/2014,34
1013,01/11/2014,38
715,01/11/2014,16
712,01/12/2014,55
213,01/12/2014,21
825,01/12/2014,67
1713,01/09/2014,24
1214,01/08/2014,34
1611,01/11/2014,22
1925,01/05/2014,29
1411,01/12/2014,11
1612,01/11/2014,16
312,01/09/2014,47
2521,01/09/2014,52
111,01/11/2014,51
2024,01/09/2014,10
1931,01/09/2014,15
1722,01/09/2014,34
621,01/10/2014,63
215,01/10/2014,25
2522,01/09/2014,34
724,01/01/2013,48
113,01/11/2014,40
431,01/11/2014,53
2411,01/11/2014,36
934,01/12/2014,29
1834,01/03/2014,60
1122,01/08/2014,61
2234,01/08/2014,39
414,01/12/2014,55
914,01/10/2013,33
724,01/07/2013,26
114,01/04/2014,28
735,01/09/2014,47
1723,01/08/2014,48
935,01/11/2014,29
2011,01/12/2014,25
213,01/09/2013,46
2533,01/12/2013,76
232,01/10/2014,25
1624,01/10/2014,23
1723,01/12/2014,27
2433,01/10/2014,25
823,01/03/2014,61
122,01/06/2014,45
1813,01/07/2014,13
1024,01/02/2012,28
724,01/08/2014,26
1522,01/06/2014,67
2232,01/10/2012,54
1134,01/07/2014,37
834,01/03/2013,54
734,01/09/2013,38
726,01/01/2013,41
1433,01/01/2012,46
2521,01/12/2014,33
513,01/02/2015,53
925,01/07/2014,24
312,01/12/2014,47
1724,01/01/2012,46
1132,01/01/2013,68
225,01/05/2013,36
734,01/07/2013,35
2524,01/01/2012,40
214,01/02/2014,28
831,01/01/2012,87
1013,01/01/2014,38
533,01/01/2014,67
434,01/01/2014,24
411,01/01/2014,43
2523,01/02/2014,26
722,01/02/2014,26
231,01/02/2014,27
825,01/01/2014,60
212,01/02/2014,37
532,01/02/2014,21
825,01/02/2014,55
2413,01/01/2014,66
2413,01/02/2014,40
1434,01/02/2014,32
1733,01/11/2014,35
422,01/12/2012,43
1135,01/02/2014,31
1233,01/08/2014,37
1233,01/06/2014,33
1233,01/09/2014,38
823,01/10/2014,62
122,01/03/2014,46
414,01/03/2014,67
2511,01/03/2014,22
1821,01/02/2014,35
324,01/02/2014,43
931,01/01/2014,43
1113,01/01/2014,44
212,01/04/2013,47
322,01/03/2014,40
512,01/01/2012,92
934,01/01/2014,45
413,01/04/2014,47
1822,01/01/2014,21
412,01/01/2014,58
1422,01/09/2012,51
1011,01/05/2013,68
1832,01/02/2012,52
1023,01/02/2014,28
1222,01/07/2013,38
1935,01/06/2014,22
522,01/01/2014,65
512,01/03/2014,37
2033,01/01/2014,14
1024,01/01/2012,51
1135,01/09/2014,36
934,01/08/2014,21
1125,01/08/2014,15
1533,01/06/2014,90
2411,01/08/2014,31
1922,01/03/2014,28
732,01/08/2014,17
522,01/08/2014,52
2222,01/08/2014,33
523,01/07/2014,50
1215,01/09/2014,29
1933,01/09/2014,25
1731,01/08/2014,33
2413,01/09/2014,41
1935,01/09/2014,39
731,01/01/2013,44
533,01/08/2014,42
624,01/05/2014,65
531,01/09/2014,29
2422,01/08/2014,35
235,01/07/2014,14
1932,01/03/2014,21
812,01/10/2013,25
1722,01/07/2014,28
2223,01/12/2012,46
423,01/04/2014,64
1633,01/09/2014,27
2512,01/10/2014,31
2232,01/09/2014,32
421,01/02/2014,82
531,01/08/2014,26
1834,01/08/2014,54
421,01/07/2014,82
1232,01/10/2014,26
1915,01/01/2014,30
1433,01/08/2014,22
723,01/10/2014,45
813,01/09/2014,44
113,01/08/2014,33
1235,01/08/2014,18
523,01/09/2014,52
533,01/05/2013,46
932,01/05/2014,27
123,01/08/2014,40
1211,01/06/2014,23
1811,01/09/2014,22
714,01/08/2014,20
723,01/08/2014,39
1914,01/08/2014,42
1432,01/09/2014,24
724,01/09/2014,31
2024,01/11/2014,20
1121,01/02/2014,67
1833,01/09/2012,59
931,01/01/2013,37
332,01/06/2012,48
1914,01/10/2014,42
314,01/07/2014,34
323,01/06/2012,38
1632,01/01/2014,26
1011,01/08/2012,71
933,01/10/2014,20
723,01/01/2013,56
2232,01/10/2014,38
2011,01/10/2014,25
2024,01/12/2014,15
1414,01/10/2014,13
334,01/10/2013,41
1431,01/02/2013,22
214,01/12/2014,18
1032,01/01/2014,29
833,01/12/2014,45
122,01/05/2013,45
811,01/04/2014,17
726,01/03/2014,31
634,01/07/2014,47
1214,01/09/2014,39
222,01/06/2014,43
1021,01/01/2014,40
1011,01/07/2014,64
2012,01/02/2013,12
324,01/01/2012,71
1533,01/01/2012,85
1124,01/08/2014,33
1122,01/09/2014,59
323,01/01/2014,43
332,01/03/2012,56
1122,01/01/2014,75
1512,01/01/2014,24
1913,01/01/2014,22
1631,01/01/2014,27
2221,01/02/2012,35
333,01/02/2014,29
1124,01/01/2013,41
212,01/03/2012,36
2523,01/04/2014,34
1423,01/01/2013,37
1124,01/04/2013,32
1833,01/11/2012,58
112,01/01/2013,39
1622,01/11/2014,35
1033,01/07/2014,34
324,01/07/2014,48
331,01/07/2014,51
1134,01/02/2014,43
1731,01/06/2014,34
1834,01/07/2014,60
933,01/09/2014,26
1824,01/06/2014,32
2411,01/01/2014,45
2431,01/07/2014,16
2013,01/07/2014,12
2011,01/07/2014,28
2023,01/07/2014,21
1121,01/07/2014,61
1414,01/05/2014,16
1824,01/04/2014,22
2413,01/06/2014,33
832,01/01/2012,88
2514,01/05/2014,30
1513,01/06/2014,33
1131,01/06/2014,27
623,01/06/2014,46
914,01/04/2014,46
314,01/01/2013,43
312,01/03/2013,48
1422,01/07/2014,39
1921,01/03/2014,28
1114,01/07/2014,30
2413,01/08/2014,46
1913,01/05/2014,42
1614,01/08/2014,12
1424,01/06/2014,28
513,01/03/2014,66
815,01/07/2014,43
1214,01/07/2014,21
1935,01/04/2014,30
731,01/09/2014,35
422,01/03/2014,55
614,01/07/2014,26
1631,01/01/2012,38
524,01/05/2014,42
1132,01/06/2014,52
312,01/07/2014,53
1024,01/07/2014,43
222,01/01/2013,46
922,01/05/2014,43
523,01/06/2014,50
412,01/10/2013,55
921,01/12/2014,42
2531,01/05/2014,35
2533,01/05/2014,61
2532,01/05/2014,43
2512,01/06/2014,27
1913,01/07/2014,16
1112,01/05/2014,56
1412,01/08/2014,29
1934,01/07/2014,32
1423,01/08/2014,32
1414,01/02/2014,13
1532,01/04/2013,92
2513,01/12/2014,17
1623,01/11/2014,24
1934,01/01/2012,41
513,01/12/2014,43
914,01/12/2014,32
2031,01/10/2014,12
725,01/10/2014,43
1834,01/11/2014,67
1232,01/01/2012,14
1822,01/12/2013,28
112,01/12/2014,46
1722,01/12/2014,30
1812,01/01/2013,41
1922,01/01/2013,37
711,01/08/2014,32
411,01/01/2013,45
1233,01/02/2014,33
231,01/10/2013,32
1531,01/01/2013,84
1011,01/01/2012,78
224,01/09/2013,37
714,01/12/2012,37
531,01/12/2014,34
922,01/02/2012,45
624,01/01/2013,84
724,01/02/2014,22
724,01/05/2014,31
1624,01/12/2014,22
222,01/02/2012,26
412,01/01/2012,60
934,01/11/2014,33
733,01/02/2014,34
1411,01/01/2015,28
2514,01/01/2015,38
1812,01/01/2015,30
734,01/01/2015,34
1832,01/01/2015,34
132,01/01/2015,17
1422,01/01/2015,37
1112,01/01/2015,64
923,01/01/2015,43
915,01/01/2015,40
1632,01/01/2015,28
2232,01/01/2015,55
831,01/01/2015,56
726,01/01/2015,36
921,01/01/2015,54
1433,01/01/2015,34
913,01/01/2015,37
2234,01/01/2015,49
1011,01/01/2015,60
1824,01/01/2015,51
312,01/01/2015,46
2522,01/01/2015,29
2221,01/01/2015,38
724,01/01/2015,34
1912,01/01/2015,11
2222,01/01/2015,50
613,01/01/2015,59
1232,01/01/2015,44
412,01/01/2015,48
823,01/01/2015,73
1924,01/01/2015,42
624,01/01/2015,85
1631,01/01/2015,22
621,01/01/2015,70
2534,01/01/2015,46
1634,01/01/2015,30
2535,01/01/2015,40
413,01/01/2015,46
1933,01/01/2015,26
532,01/01/2015,26
833,01/01/2015,56
611,01/01/2015,57
1522,01/01/2015,94
1524,01/01/2015,47
1915,01/01/2015,30
1935,01/01/2015,36
2212,01/01/2015,44
1533,01/01/2015,82
723,01/01/2015,43
712,01/01/2015,52
1811,01/01/2015,21
612,01/01/2015,67
1235,01/01/2015,27
622,01/01/2015,35
623,01/01/2015,52
812,01/01/2015,26
924,01/01/2015,47
421,01/01/2015,87
1833,01/01/2015,54
1211,01/01/2015,46
1511,01/01/2015,40
311,01/01/2015,13
2024,01/01/2015,37
1133,01/01/2015,60
834,01/01/2015,57
614,01/01/2015,43
2523,01/01/2015,27
2424,01/01/2015,39
431,01/01/2015,51
424,01/01/2015,38
523,01/01/2015,46
411,01/01/2015,48
1113,01/01/2015,44
1823,01/01/2015,17
1222,01/01/2015,41
931,01/01/2015,35
314,01/01/2015,29
512,01/01/2015,58
914,01/01/2015,35
922,01/01/2015,48
1711,01/01/2015,18
1623,01/01/2015,32
232,01/01/2015,20
123,01/01/2015,58
2422,01/01/2015,44
422,01/01/2015,56
114,01/01/2015,54
121,01/01/2015,19
631,01/01/2015,55
1223,01/01/2015,32
732,01/01/2015,18
1724,01/01/2015,28
324,01/01/2015,50
2211,01/01/2015,37
111,01/01/2015,43
2431,01/01/2015,20
634,01/01/2015,29
1822,01/01/2015,16
213,01/01/2015,36
1921,01/01/2015,26
1934,01/01/2015,22
825,01/01/2015,44
1031,01/01/2015,35
511,01/01/2015,59
925,01/01/2015,30
1121,01/01/2015,53
432,01/01/2015,37
1655,01/01/2015,5
233,01/01/2015,16
731,01/01/2015,23
522,01/01/2015,56
2524,01/01/2015,32
1014,01/01/2015,40
513,01/01/2015,52
1614,01/01/2015,19
1723,01/01/2015,47
231,01/01/2015,26
211,01/01/2015,28
2022,01/01/2015,13
2023,01/01/2015,28
133,01/01/2015,29
1722,01/01/2015,35
933,01/01/2015,28
1432,01/01/2015,33
1023,01/01/2015,30
1215,01/01/2015,25
1022,01/01/2015,47
131,01/01/2015,44
1532,01/01/2015,53
322,01/01/2015,51
1131,01/01/2015,42
2012,01/01/2015,20
214,01/01/2015,18
1414,01/01/2015,32
1821,01/01/2015,36
811,01/01/2015,26
713,01/01/2015,50
934,01/01/2015,41
323,01/01/2015,50
1712,01/01/2015,42
225,01/01/2015,24
633,01/02/2015,25
812,01/02/2015,24
1624,01/02/2015,21
1524,01/02/2015,39
522,01/02/2015,47
1112,01/02/2015,51
1412,01/02/2015,33
114,01/05/2015,23
2422,01/02/2015,49
711,01/02/2015,27
2424,01/02/2015,18
822,01/02/2015,37
224,01/01/2015,32
1732,01/02/2015,19
322,01/02/2015,42
621,01/02/2015,52
711,01/01/2015,33
815,01/02/2015,45
631,01/02/2015,44
2531,01/02/2015,27
1111,01/01/2015,46
1724,01/02/2015,28
813,01/02/2015,45
312,01/02/2015,39
624,01/02/2015,56
1214,01/01/2015,24
2031,01/01/2015,15
222,01/02/2015,44
833,01/02/2015,57
324,01/02/2015,38
911,01/02/2015,26
2223,01/02/2015,37
612,01/02/2015,53
533,01/02/2015,36
532,01/02/2015,31
835,01/02/2015,47
212,01/02/2015,40
731,01/02/2015,45
1723,01/02/2015,32
834,01/02/2015,37
1924,01/02/2015,32
1434,01/01/2015,35
124,01/02/2015,40
2432,01/01/2015,31
1231,01/02/2015,27
921,01/02/2015,29
2212,01/02/2015,38
831,01/02/2015,50
814,01/02/2015,25
932,01/02/2015,27
1023,01/02/2015,18
511,01/02/2015,64
1914,01/02/2015,34
1925,01/02/2015,34
2521,01/02/2015,38
2533,01/02/2015,54
2011,01/01/2015,37
413,01/02/2015,41
2413,01/02/2015,38
935,01/02/2015,22
421,01/02/2015,64
331,01/02/2015,50
735,01/02/2015,40
1222,01/02/2015,29
1621,01/02/2015,9
313,01/01/2015,34
531,01/02/2015,27
2222,01/02/2015,48
1824,01/02/2015,37
723,01/02/2015,44
1012,01/02/2015,35
1522,01/02/2015,46
414,01/02/2015,52
634,01/02/2015,36
1834,01/02/2015,75
1233,01/02/2015,35
2023,01/02/2015,17
1123,01/02/2015,42
1833,01/02/2015,41
1221,01/01/2015,31
922,01/02/2015,32
1423,01/02/2015,25
1111,01/02/2015,47
611,01/02/2015,42
632,01/02/2015,39
232,01/02/2015,22
2232,01/02/2015,30
1633,01/01/2015,47
122,01/02/2015,48
1013,01/02/2015,24
231,01/02/2015,29
2534,01/02/2015,39
1022,01/02/2015,40
524,01/02/2015,39
512,01/02/2015,34
1432,01/02/2015,24
1523,01/02/2015,50
423,01/02/2015,54
825,01/02/2015,43
1832,01/02/2015,19
2221,01/02/2015,22
1911,01/02/2015,18
1021,01/02/2015,43
1125,01/02/2015,15
211,01/02/2015,29
622,01/02/2015,30
432,01/02/2015,37
133,01/02/2015,26
1033,01/02/2015,24
2524,01/02/2015,17
1413,01/02/2015,21
434,01/01/2015,23
424,01/02/2015,31
2433,01/02/2015,23
714,01/02/2015,13
333,01/02/2015,28
1632,01/02/2015,22
823,01/02/2015,56
311,01/02/2015,21
623,01/02/2015,42
914,01/02/2015,25
334,01/02/2015,29
235,01/01/2015,13
113,01/02/2015,33
131,01/02/2015,27
1212,01/02/2015,18
411,01/02/2015,33
215,01/02/2015,18
422,01/02/2015,41
233,01/02/2015,23
2031,01/03/2015,15
1711,01/02/2015,22
2522,01/02/2015,23
2431,01/02/2015,9
2532,01/02/2015,32
1822,01/02/2015,28
2411,01/02/2015,34
1533,01/02/2015,90
1922,01/02/2015,30
934,01/02/2015,30
235,01/02/2015,21
913,01/02/2015,23
2514,01/02/2015,35
912,01/02/2015,41
223,01/02/2015,29
1813,01/02/2015,13
114,01/02/2015,45
111,01/02/2015,42
1014,01/02/2015,29
1131,01/02/2015,40
1221,01/02/2015,38
121,01/02/2015,23
323,01/02/2015,44
1935,01/02/2015,32
221,01/02/2015,25
1434,01/02/2015,31
613,01/02/2015,33
2033,01/02/2015,14
1623,01/02/2015,35
434,01/02/2015,21
1024,01/02/2015,29
931,01/02/2015,25
1831,01/02/2015,55
2213,01/02/2015,30
722,01/02/2015,28
1114,01/02/2015,29
1814,01/02/2015,16
1823,01/02/2015,16
1211,01/02/2015,33
431,01/02/2015,41
1022,01/03/2015,32
323,01/03/2015,42
2432,01/03/2015,23
1131,01/03/2015,37
1531,01/02/2015,57
1523,01/03/2015,36
713,01/03/2015,52
1821,01/02/2015,25
1122,01/03/2015,52
2513,01/02/2015,18
2533,01/03/2015,51
311,01/03/2015,24
314,01/03/2015,29
821,01/02/2015,47
512,01/03/2015,58
923,01/02/2015,29
1812,01/03/2015,16
1512,01/03/2015,28
1414,01/03/2015,19
513,01/03/2015,55
2514,01/03/2015,32
834,01/03/2015,31
2013,01/03/2015,13
723,01/03/2015,60
1113,01/03/2015,53
132,01/03/2015,33
631,01/03/2015,56
621,01/03/2015,44
822,01/03/2015,37
1831,01/03/2015,52
924,01/02/2015,22
1712,01/02/2015,36
1513,01/03/2015,26
1422,01/02/2015,34
1533,01/03/2015,77
2524,01/03/2015,21
1622,01/02/2015,39
2511,01/03/2015,30
1032,01/03/2015,19
1033,01/03/2015,37
1024,01/03/2015,40
221,01/03/2015,16
1431,01/03/2015,22
1211,01/03/2015,23
1522,01/03/2015,73
1034,01/03/2015,17
714,01/03/2015,21
222,01/03/2015,29
2515,01/02/2015,44
432,01/03/2015,36
2412,01/02/2015,22
2431,01/03/2015,13
1111,01/03/2015,35
1832,01/03/2015,17
1212,01/03/2015,21
1225,01/03/2015,30
1232,01/03/2015,39
712,01/03/2015,59
2513,01/03/2015,20
412,01/02/2015,44
1532,01/03/2015,61
725,01/03/2015,62
2532,01/03/2015,38
2535,01/03/2015,41
613,01/03/2015,48
2223,01/03/2015,27
2212,01/03/2015,34
1833,01/03/2015,48
2411,01/03/2015,20
1911,01/03/2015,24
414,01/10/2014,60
732,01/03/2015,29
2523,01/02/2015,21
1213,01/02/2015,23
1623,01/03/2015,31
1524,01/03/2015,39
614,01/03/2015,32
924,01/03/2015,33
522,01/03/2015,33
2523,01/03/2015,28
533,01/03/2015,45
2211,01/02/2015,35
1932,01/01/2015,25
1235,01/03/2015,18
112,01/02/2015,38
922,01/03/2015,39
1824,01/03/2015,39
114,01/03/2015,27
215,01/03/2015,14
1031,01/02/2015,33
1925,01/03/2015,35
1913,01/03/2015,20
324,01/03/2015,51
2023,01/03/2015,14
1431,01/02/2015,15
624,01/03/2015,64
1123,01/03/2015,37
623,01/03/2015,49
2413,01/03/2015,41
932,01/03/2015,21
1712,01/03/2015,44
914,01/03/2015,28
2032,01/03/2015,13
2012,01/02/2015,15
1215,01/03/2015,19
1021,01/03/2015,42
1912,01/02/2015,15
1433,01/03/2015,33
1414,01/02/2015,27
511,01/03/2015,62
1121,01/03/2015,47
1632,01/03/2015,22
234,01/02/2015,23
1634,01/02/2015,25
1132,01/03/2015,44
414,01/03/2015,62
