beat,date,crimes
331,01/12/2012,61
2211,01/12/2012,28
1911,01/11/2012,27
834,01/12/2012,50
931,01/12/2012,25
1411,01/10/2012,22
524,01/12/2012,51
814,01/12/2012,32
1633,01/12/2012,35
833,01/12/2012,42
1913,01/12/2012,30
1731,01/12/2012,46
1021,01/12/2012,52
2513,01/12/2012,24
1832,01/12/2012,35
1911,01/12/2012,22
113,01/08/2012,35
2521,01/12/2012,60
726,01/12/2012,43
1013,01/12/2012,44
1223,01/12/2012,31
223,01/12/2012,32
712,01/12/2012,59
732,01/12/2012,48
231,01/12/2012,30
522,01/12/2012,61
2432,01/12/2012,30
1332,01/12/2012,27
423,01/12/2012,89
2433,01/12/2012,41
821,01/12/2012,35
835,01/12/2012,45
2332,01/12/2012,3
1114,01/12/2012,48
2431,01/12/2012,24
1932,01/12/2012,20
1921,01/12/2012,18
2413,01/12/2012,45
811,01/12/2012,27
432,01/12/2012,44
1834,01/12/2012,58
2234,01/12/2012,35
2022,01/12/2012,18
1811,01/12/2012,26
1614,01/12/2012,23
1622,01/12/2012,37
1424,01/12/2012,43
214,01/12/2012,18
914,01/12/2012,34
1432,01/12/2012,30
1124,01/12/2012,33
1923,01/12/2012,33
2524,01/09/2012,33
1651,01/12/2012,18
324,01/12/2012,61
1312,01/05/2012,20
1911,01/10/2012,18
111,01/12/2012,43
2132,01/12/2012,5
1922,01/12/2012,29
2133,01/12/2012,2
1631,01/12/2012,21
1931,01/12/2012,28
914,01/10/2012,42
815,01/12/2012,41
1233,01/12/2012,31
1612,01/12/2012,9
1033,01/12/2012,28
1033,01/11/2012,28
811,01/10/2012,27
1111,01/12/2012,51
1323,01/12/2012,37
411,01/05/2012,36
812,01/12/2012,25
434,01/12/2012,17
112,01/12/2012,48
1832,01/11/2012,40
124,01/02/2012,35
1935,01/07/2012,29
1712,01/10/2012,39
2112,01/03/2012,4
1414,01/11/2012,18
133,01/09/2012,41
1213,01/08/2012,34
2012,01/08/2012,17
1653,01/11/2012,8
332,01/12/2012,48
1831,01/12/2012,51
2312,01/12/2012,2
1653,01/07/2012,5
1651,01/09/2012,27
1655,01/10/2012,1
1433,01/12/2012,36
2131,01/01/2012,3
631,01/10/2012,51
2022,01/04/2012,19
1311,01/07/2012,30
1023,01/12/2012,23
235,01/09/2012,23
223,01/10/2012,37
2524,01/02/2012,40
234,01/12/2012,28
1931,01/10/2012,21
1012,01/12/2012,34
813,01/12/2012,50
1654,01/12/2012,25
2431,01/10/2012,21
2032,01/09/2012,22
2032,01/12/2012,17
2432,01/06/2012,19
1812,01/03/2012,26
2513,01/11/2012,29
1413,01/06/2012,41
1812,01/12/2012,38
1931,01/07/2012,27
113,01/12/2012,31
1212,01/09/2012,58
1924,01/08/2012,77
1934,01/02/2012,25
2423,01/07/2012,16
1313,01/08/2012,29
314,01/03/2012,22
1523,01/05/2012,45
1024,01/12/2012,44
132,01/12/2012,31
111,01/10/2012,53
2312,01/01/2012,6
1411,01/08/2012,27
2012,01/02/2012,21
2323,01/09/2012,2
2333,01/04/2012,6
113,01/01/2012,30
332,01/07/2012,44
1921,01/02/2012,26
223,01/01/2012,41
2112,01/01/2012,2
2111,01/01/2012,4
2013,01/01/2012,16
2322,01/01/2012,2
1623,01/01/2012,47
2431,01/01/2012,22
2222,01/11/2012,45
1224,01/01/2012,24
211,01/01/2012,31
212,01/02/2012,40
2113,01/01/2012,2
2322,01/02/2012,1
1212,01/02/2012,37
1611,01/02/2012,17
911,01/02/2012,34
1412,01/02/2012,22
112,01/03/2012,45
1911,01/02/2012,21
1931,01/02/2012,17
2525,01/02/2012,22
1612,01/02/2012,22
921,01/02/2012,35
2324,01/02/2012,2
2132,01/02/2012,6
2523,01/02/2012,37
1711,01/02/2012,24
1211,01/01/2012,56
2413,01/04/2012,38
634,01/02/2012,32
2131,01/02/2012,3
925,01/02/2012,29
733,01/02/2012,50
2122,01/02/2012,2
2223,01/02/2012,45
1114,01/02/2012,45
2233,01/02/2012,29
333,01/02/2012,38
1935,01/01/2012,41
1724,01/05/2012,28
122,01/03/2012,53
2024,01/02/2012,26
1414,01/03/2012,23
134,01/03/2012,2
133,01/02/2012,29
1224,01/03/2012,30
2211,01/02/2012,39
1651,01/02/2012,20
114,01/01/2012,16
812,01/03/2012,28
2022,01/03/2012,11
1624,01/03/2012,35
924,01/03/2012,30
2022,01/02/2012,11
1432,01/02/2012,30
2313,01/03/2012,1
1323,01/03/2012,37
1431,01/03/2012,24
922,01/03/2012,29
231,01/03/2012,34
1125,01/02/2012,10
723,01/03/2012,54
1223,01/03/2012,27
1631,01/02/2012,21
1911,01/03/2012,27
924,01/04/2012,29
1915,01/03/2012,32
213,01/03/2012,29
1931,01/04/2012,29
1612,01/03/2012,16
1222,01/04/2012,25
512,01/04/2012,58
234,01/04/2012,24
2033,01/04/2012,19
233,01/04/2012,21
1724,01/04/2012,21
2233,01/04/2012,37
1232,01/04/2012,12
2431,01/04/2012,28
1614,01/04/2012,28
2213,01/09/2012,27
311,01/04/2012,27
1322,01/02/2012,15
533,01/04/2012,55
1211,01/04/2012,36
1911,01/04/2012,38
2012,01/04/2012,27
1711,01/04/2012,22
931,01/04/2012,23
2133,01/04/2012,1
2013,01/04/2012,17
2011,01/04/2012,41
2221,01/03/2012,28
814,01/04/2012,25
2511,01/04/2012,23
1723,01/04/2012,42
231,01/04/2012,32
314,01/04/2012,39
1233,01/05/2012,27
2123,01/05/2012,2
1222,01/05/2012,32
134,01/05/2012,2
1612,01/05/2012,15
312,01/05/2012,55
1433,01/05/2012,38
2523,01/05/2012,32
2313,01/05/2012,2
1713,01/05/2012,27
2511,01/05/2012,30
2333,01/05/2012,3
1611,01/04/2012,14
215,01/01/2012,18
1432,01/05/2012,28
1033,01/05/2012,20
212,01/05/2012,30
1511,01/05/2012,36
1533,01/06/2012,64
1651,01/01/2012,10
121,01/06/2012,19
1934,01/06/2012,29
422,01/06/2012,38
2513,01/03/2012,24
1611,01/05/2012,22
1624,01/09/2012,28
1031,01/06/2012,38
1231,01/06/2012,26
333,01/03/2012,23
726,01/06/2012,54
1511,01/06/2012,37
232,01/06/2012,33
1632,01/06/2012,19
1124,01/06/2012,26
2313,01/06/2012,2
134,01/06/2012,1
1651,01/03/2012,13
932,01/06/2012,35
314,01/07/2012,38
1713,01/07/2012,26
622,01/07/2012,29
2033,01/07/2012,14
214,01/07/2012,32
1333,01/07/2012,15
312,01/07/2012,48
2313,01/07/2012,1
2333,01/06/2012,1
2432,01/07/2012,32
631,01/07/2012,54
2535,01/02/2012,33
1655,01/05/2012,2
834,01/07/2012,42
935,01/07/2012,28
1224,01/07/2012,28
231,01/07/2012,27
1434,01/07/2012,30
113,01/07/2012,27
433,01/07/2012,30
1914,01/07/2012,35
2131,01/07/2012,2
2211,01/06/2012,22
921,01/07/2012,27
1822,01/08/2012,34
221,01/07/2012,32
2112,01/08/2012,2
1034,01/07/2012,27
1652,01/03/2012,2
2531,01/08/2012,39
1723,01/02/2012,35
1713,01/04/2012,23
1612,01/07/2012,18
1935,01/08/2012,37
934,01/08/2012,51
1621,01/08/2012,15
1414,01/08/2012,30
612,01/08/2012,63
1311,01/08/2012,22
2513,01/08/2012,19
633,01/08/2012,34
221,01/08/2012,31
224,01/08/2012,21
1813,01/05/2012,14
1613,01/08/2012,11
2123,01/09/2012,3
1311,01/09/2012,21
933,01/09/2012,35
2111,01/10/2012,1
524,01/09/2012,50
934,01/09/2012,43
1232,01/08/2012,12
2431,01/09/2012,24
1023,01/09/2012,20
2313,01/09/2012,3
433,01/09/2012,34
422,01/09/2012,43
432,01/09/2012,41
1832,01/09/2012,44
1822,01/09/2012,31
213,01/09/2012,32
1431,01/09/2012,24
1935,01/09/2012,36
114,01/08/2012,20
1032,01/09/2012,38
1931,01/06/2012,21
1712,01/06/2012,33
2022,01/09/2012,23
1914,01/09/2012,32
1814,01/09/2012,20
233,01/09/2012,24
2023,01/09/2012,20
225,01/09/2012,17
533,01/10/2012,52
1822,01/10/2012,35
215,01/09/2012,18
1925,01/09/2012,37
134,01/10/2012,1
2432,01/10/2012,25
2113,01/07/2012,2
731,01/10/2012,33
1821,01/10/2012,39
1611,01/10/2012,13
2513,01/10/2012,16
2323,01/10/2012,2
2313,01/08/2012,1
1333,01/10/2012,18
1651,01/10/2012,18
2331,01/10/2012,2
1213,01/10/2012,33
1912,01/09/2012,24
2332,01/10/2012,2
1923,01/10/2012,32
1713,01/10/2012,16
224,01/10/2012,25
213,01/10/2012,33
2514,01/11/2012,28
814,01/11/2012,30
1733,01/10/2012,29
1612,01/11/2012,21
2324,01/11/2012,2
1232,01/11/2012,13
235,01/10/2012,24
1924,01/11/2012,50
2033,01/10/2012,15
1934,01/09/2012,25
921,01/11/2012,37
1222,01/11/2012,26
1933,01/11/2012,24
2112,01/11/2012,2
1422,01/11/2012,42
1624,01/11/2012,24
2431,01/11/2012,14
933,01/11/2012,24
2033,01/11/2012,11
1434,01/12/2012,36
922,01/12/2012,33
2012,01/11/2012,16
722,01/12/2012,32
221,01/11/2012,32
1822,01/12/2012,27
124,01/12/2012,19
1611,01/12/2012,18
2012,01/12/2012,13
1311,01/12/2012,29
114,01/11/2012,22
215,01/12/2012,24
314,01/12/2012,34
2011,01/12/2012,46
322,01/12/2012,60
1333,01/12/2012,17
2423,01/12/2012,26
1313,01/12/2012,33
2113,01/09/2012,1
2124,01/12/2012,3
2523,01/12/2012,36
2111,01/12/2012,2
1912,01/12/2012,23
1811,01/08/2012,28
215,01/11/2012,26
935,01/12/2012,31
2131,01/12/2012,1
134,01/12/2012,2
2023,01/12/2012,16
1655,01/08/2012,4
1652,01/05/2012,4
433,01/12/2012,32
1412,01/12/2012,39
2324,01/10/2012,1
2213,01/12/2012,30
1653,01/10/2012,9
1654,01/10/2012,14
1655,01/12/2012,4
1653,01/08/2012,6
1652,01/11/2012,4
1611,01/09/2012,17
2031,01/02/2012,20
134,01/11/2012,1
1654,01/08/2012,8
1823,01/07/2012,34
1654,01/11/2012,15
215,01/08/2012,11
231,01/01/2012,40
225,01/02/2012,18
235,01/02/2012,19
1925,01/02/2012,35
121,01/02/2012,21
114,01/02/2012,18
1333,01/02/2012,22
1914,01/02/2012,43
215,01/02/2012,23
1434,01/03/2012,31
1212,01/03/2012,28
1232,01/03/2012,11
1813,01/03/2012,10
1925,01/10/2012,44
114,01/03/2012,37
1914,01/03/2012,50
121,01/03/2012,17
1921,01/03/2012,16
121,01/01/2012,36
235,01/03/2012,16
215,01/03/2012,25
225,01/03/2012,14
1934,01/04/2012,22
1925,01/04/2012,33
1813,01/04/2012,12
1921,01/04/2012,20
1915,01/04/2012,23
225,01/04/2012,17
124,01/04/2012,26
121,01/04/2012,39
1935,01/03/2012,39
2012,01/03/2012,12
215,01/04/2012,23
235,01/04/2012,12
1912,01/04/2012,15
133,01/04/2012,28
235,01/05/2012,18
1224,01/05/2012,18
821,01/05/2012,23
221,01/05/2012,26
2513,01/05/2012,10
1921,01/05/2012,19
114,01/05/2012,34
1935,01/05/2012,28
1711,01/05/2012,16
214,01/05/2012,17
121,01/05/2012,21
1925,01/06/2012,28
2032,01/05/2012,18
1232,01/05/2012,8
1653,01/01/2012,9
1655,01/01/2012,2
2233,01/06/2012,23
212,01/06/2012,36
2032,01/03/2012,12
235,01/06/2012,20
114,01/06/2012,20
1915,01/06/2012,23
1914,01/06/2012,39
1512,01/06/2012,22
1925,01/07/2012,28
114,01/07/2012,19
235,01/07/2012,20
225,01/07/2012,24
121,01/07/2012,25
1222,01/07/2012,20
1914,01/08/2012,33
231,01/08/2012,26
225,01/08/2012,24
1934,01/08/2012,27
1214,01/07/2012,1
114,01/04/2012,30
311,01/08/2012,23
1915,01/08/2012,26
1022,01/08/2012,29
1921,01/07/2012,29
1915,01/07/2012,30
911,01/08/2012,25
1925,01/08/2012,39
235,01/08/2012,13
1614,01/08/2012,9
1131,01/09/2012,23
1711,01/09/2012,27
1612,01/09/2012,17
1331,01/09/2012,35
121,01/09/2012,28
1915,01/09/2012,31
1413,01/09/2012,24
2525,01/08/2012,25
1935,01/02/2012,30
1631,01/03/2012,18
1414,01/09/2012,15
1934,01/10/2012,34
2525,01/10/2012,20
1912,01/10/2012,30
1654,01/05/2012,12
2032,01/10/2012,20
1631,01/10/2012,22
121,01/10/2012,22
215,01/10/2012,19
114,01/10/2012,31
1823,01/10/2012,21
1934,01/11/2012,21
2213,01/11/2012,15
1935,01/11/2012,18
1914,01/11/2012,41
1925,01/11/2012,34
1621,01/10/2012,11
133,01/11/2012,33
225,01/11/2012,24
1921,01/11/2012,25
1935,01/10/2012,29
235,01/11/2012,16
221,01/12/2012,21
1224,01/12/2012,31
1935,01/12/2012,25
614,01/12/2012,36
121,01/12/2012,21
1915,01/12/2012,34
1632,01/12/2012,31
1934,01/12/2012,28
1914,01/12/2012,52
235,01/12/2012,20
212,01/12/2012,33
1232,01/12/2012,12
1925,01/12/2012,41
1621,01/12/2012,13
1621,01/06/2012,14
1654,01/07/2012,10
1652,01/09/2012,2
1925,01/03/2012,31
1652,01/08/2012,2
215,01/07/2012,24
1915,01/10/2012,24
1614,01/09/2012,22
1652,01/12/2012,7
1655,01/11/2012,3
1653,01/12/2012,6
225,01/06/2012,19
1613,01/03/2012,9
1921,01/01/2012,23
1915,01/01/2012,36
1232,01/02/2012,15
1032,01/02/2012,18
1235,01/03/2012,3
1914,01/04/2012,42
1652,01/01/2012,2
1935,01/04/2012,27
231,01/05/2012,19
1613,01/05/2012,8
1654,01/04/2012,11
1934,01/05/2012,14
2024,01/07/2012,12
1215,01/08/2012,3
2032,01/07/2012,14
1921,01/08/2012,31
1921,01/10/2012,21
1613,01/11/2012,8
114,01/12/2012,25
1613,01/12/2012,16
1814,01/12/2012,25
1813,01/12/2012,10
2031,01/12/2012,14
225,01/12/2012,25
233,01/12/2012,14
1651,01/11/2012,15
121,01/11/2012,24
1621,01/01/2012,10
1225,01/03/2012,2
1215,01/06/2012,3
1921,01/06/2012,19
114,01/09/2012,15
1811,01/09/2012,14
2031,01/10/2012,14
1653,01/03/2012,6
1652,01/07/2012,2
1653,01/09/2012,3
1214,01/02/2012,1
1225,01/07/2012,1
1652,01/04/2012,4
1225,01/04/2012,6
1215,01/07/2012,1
1221,01/12/2012,2
1652,01/02/2012,1
1234,01/03/2012,2
1235,01/11/2012,1
1225,01/11/2012,3
1221,01/03/2012,2
1215,01/04/2012,1
1214,01/06/2012,1
1225,01/05/2012,1
1235,01/02/2012,3
1214,01/05/2012,1
1235,01/08/2012,2
1214,01/11/2012,4
1652,01/10/2012,2
1655,01/07/2012,2
1221,01/07/2012,3
1215,01/02/2012,2
1215,01/05/2012,3
1655,01/09/2012,1
1215,01/12/2012,2
1234,01/09/2012,1
1215,01/03/2012,1
1225,01/06/2012,2
1225,01/01/2012,3
1221,01/10/2012,1
1215,01/09/2012,1
1225,01/12/2012,3
1215,01/10/2012,4
1234,01/01/2012,4
1221,01/02/2012,1
1235,01/10/2012,4
1234,01/04/2012,1
1214,01/10/2012,2
1234,01/05/2012,1
1214,01/09/2012,3
1234,01/06/2012,1
1235,01/09/2012,1
1234,01/11/2012,1
1234,01/10/2012,1
1215,01/11/2012,1
1221,01/11/2012,2
1214,01/12/2012,2
1221,01/09/2012,3
1221,01/06/2012,2
111,01/01/2013,52
2514,01/01/2013,43
1524,01/01/2013,51
935,01/01/2013,36
1232,01/01/2013,48
2511,01/01/2013,23
2033,01/01/2013,20
1811,01/01/2013,26
1121,01/01/2013,86
1834,01/01/2013,59
1831,01/01/2013,80
1413,01/01/2013,32
713,01/01/2013,80
1731,01/01/2013,43
1913,01/01/2013,30
1932,01/01/2013,32
1522,01/01/2013,79
1414,01/01/2013,19
215,01/01/2013,23
1023,01/01/2013,24
225,01/01/2013,37
632,01/01/2013,83
712,01/01/2013,69
1432,01/01/2013,37
915,01/01/2013,51
1233,01/01/2013,41
1832,01/01/2013,45
1122,01/01/2013,73
1222,01/01/2013,35
2512,01/01/2013,49
911,01/01/2013,27
714,01/01/2013,42
814,01/01/2013,26
634,01/01/2013,36
234,01/01/2013,36
734,01/01/2013,39
221,01/01/2013,33
1125,01/01/2013,23
334,01/01/2013,51
914,01/01/2013,37
923,01/01/2013,41
1114,01/01/2013,34
1713,01/01/2013,27
2412,01/01/2013,42
1433,01/01/2013,35
2012,01/01/2013,18
1814,01/01/2013,30
614,01/01/2013,41
1823,01/01/2013,18
1631,01/01/2013,35
1434,01/01/2013,56
124,01/01/2013,29
522,01/02/2013,55
1011,01/02/2013,70
632,01/02/2013,68
711,01/02/2013,37
222,01/02/2013,39
1922,01/02/2013,23
733,01/02/2013,53
2431,01/01/2013,17
712,01/02/2013,54
1122,01/02/2013,59
1113,01/02/2013,63
915,01/02/2013,37
612,01/02/2013,71
835,01/02/2013,44
321,01/02/2013,40
1923,01/02/2013,38
412,01/02/2013,54
2413,01/02/2013,40
2011,01/02/2013,32
2512,01/02/2013,60
912,01/02/2013,45
2535,01/02/2013,40
614,01/02/2013,44
2412,01/02/2013,33
1215,01/02/2013,27
132,01/02/2013,25
1934,01/01/2013,47
1623,01/02/2013,33
1111,01/02/2013,58
2533,01/02/2013,66
1212,01/02/2013,18
825,01/02/2013,44
2531,01/02/2013,35
511,01/02/2013,55
1935,01/02/2013,28
1512,01/02/2013,42
1511,01/02/2013,40
1523,01/02/2013,43
324,01/02/2013,53
624,01/02/2013,72
622,01/02/2013,36
1533,01/02/2013,91
1532,01/02/2013,62
1233,01/02/2013,43
1031,01/02/2013,30
823,01/02/2013,81
714,01/02/2013,39
2433,01/02/2013,42
1222,01/02/2013,36
831,01/02/2013,50
1112,01/02/2013,74
731,01/02/2013,43
1021,01/02/2013,57
221,01/02/2013,23
934,01/02/2013,35
1012,01/02/2013,35
723,01/02/2013,48
133,01/02/2013,23
322,01/02/2013,28
224,01/02/2013,33
1531,01/02/2013,56
1433,01/02/2013,27
212,01/02/2013,38
1211,01/02/2013,31
2523,01/02/2013,33
2521,01/02/2013,45
1432,01/02/2013,26
1414,01/02/2013,19
414,01/02/2013,52
331,01/02/2013,59
1712,01/02/2013,35
1422,01/02/2013,42
1114,01/02/2013,38
2532,01/02/2013,48
422,01/02/2013,45
434,01/02/2013,25
713,01/02/2013,56
725,01/02/2013,45
822,01/02/2013,30
2431,01/02/2013,24
1622,01/02/2013,29
1811,01/02/2013,24
312,01/02/2013,44
1834,01/02/2013,66
431,01/02/2013,60
113,01/02/2013,34
1423,01/02/2013,26
1912,01/02/2013,21
2223,01/02/2013,39
621,01/02/2013,52
1913,01/02/2013,32
722,01/02/2013,25
214,01/02/2013,18
531,01/02/2013,40
122,01/02/2013,43
2522,01/02/2013,35
715,01/02/2013,31
323,01/02/2013,43
611,01/02/2013,38
631,01/02/2013,57
2515,01/02/2013,44
1034,01/02/2013,36
1833,01/02/2013,52
1613,01/02/2013,12
1214,01/01/2012,3
1933,01/02/2013,24
1931,01/02/2013,25
2031,01/02/2013,15
123,01/02/2013,57
524,01/02/2013,44
533,01/02/2013,50
2513,01/02/2013,26
1234,01/02/2013,28
1713,01/02/2013,18
1413,01/02/2013,21
732,01/02/2013,32
935,01/02/2013,32
1824,01/02/2013,28
111,01/02/2013,54
424,01/02/2013,44
1033,01/02/2013,29
112,01/02/2013,50
923,01/02/2013,26
1513,01/02/2013,33
1624,01/02/2013,37
2233,01/02/2013,28
824,01/02/2013,51
333,01/02/2013,38
1134,01/02/2013,46
432,01/02/2013,38
832,01/02/2013,55
811,01/02/2013,29
813,01/02/2013,42
1135,01/02/2013,37
1013,01/02/2013,34
834,01/02/2013,47
532,01/02/2013,46
2211,01/02/2013,28
1634,01/02/2013,25
2525,01/02/2013,24
2234,01/02/2013,44
2521,01/01/2013,48
332,01/02/2013,68
833,01/02/2013,44
1814,01/02/2013,20
1132,01/02/2013,62
921,01/02/2013,23
924,01/02/2013,38
913,01/02/2013,37
2221,01/02/2013,39
2514,01/02/2013,36
523,01/02/2013,47
932,01/02/2013,31
1115,01/02/2013,45
1131,01/02/2013,36
1621,01/02/2013,7
215,01/02/2013,26
232,01/02/2013,36
1723,01/02/2013,28
1032,01/02/2013,18
225,01/02/2013,30
911,01/02/2013,12
931,01/02/2013,21
513,01/02/2013,58
213,01/02/2013,29
2033,01/02/2013,19
1733,01/02/2013,31
1023,01/02/2013,29
131,01/02/2013,20
634,01/02/2013,30
2432,01/02/2013,35
2422,01/02/2013,49
1924,01/02/2013,57
2511,01/02/2013,26
1531,01/03/2013,60
333,01/03/2013,49
922,01/03/2013,33
533,01/03/2013,48
934,01/03/2013,30
931,01/03/2013,20
1033,01/03/2013,32
2232,01/03/2013,36
1733,01/03/2013,40
713,01/03/2013,68
1532,01/03/2013,73
1234,01/03/2013,37
813,01/03/2013,39
924,01/03/2013,38
1411,01/02/2013,25
422,01/03/2013,38
334,01/03/2013,41
631,01/03/2013,68
434,01/03/2013,18
311,01/03/2013,30
613,01/03/2013,43
2232,01/02/2013,46
511,01/03/2013,59
733,01/03/2013,33
2513,01/03/2013,26
612,01/03/2013,55
825,01/03/2013,83
1924,01/03/2013,48
133,01/03/2013,26
531,01/03/2013,38
512,01/03/2013,62
424,01/03/2013,59
821,01/03/2013,28
131,01/03/2013,27
1812,01/03/2013,32
1213,01/02/2013,17
412,01/03/2013,55
2532,01/03/2013,64
715,01/03/2013,23
634,01/03/2013,33
933,01/02/2013,30
811,01/03/2013,34
632,01/03/2013,58
2411,01/02/2013,31
2222,01/02/2013,50
1221,01/03/2013,23
1414,01/03/2013,18
1014,01/03/2013,47
1623,01/03/2013,42
1232,01/02/2013,34
1613,01/03/2013,17
623,01/03/2013,61
1221,01/02/2013,34
1114,01/03/2013,39
2221,01/03/2013,29
1724,01/03/2013,21
235,01/02/2013,16
413,01/03/2013,45
423,01/03/2013,95
735,01/03/2013,47
2223,01/03/2013,46
234,01/02/2013,23
726,01/03/2013,25
2432,01/03/2013,30
2534,01/03/2013,47
2512,01/03/2013,38
1122,01/03/2013,63
1132,01/03/2013,44
932,01/03/2013,35
1034,01/03/2013,43
1023,01/03/2013,25
2511,01/03/2013,28
513,01/03/2013,54
1231,01/02/2013,22
532,01/03/2013,35
614,01/03/2013,27
231,01/03/2013,32
111,01/03/2013,42
2423,01/03/2013,22
1411,01/03/2013,24
523,01/03/2013,52
1113,01/03/2013,42
1631,01/03/2013,21
113,01/03/2013,42
925,01/03/2013,37
921,01/03/2013,16
1732,01/03/2013,34
1224,01/03/2013,30
1031,01/03/2013,48
1032,01/03/2013,32
1124,01/03/2013,22
1222,01/03/2013,41
1611,01/03/2013,19
732,01/03/2013,33
1933,01/03/2013,32
421,01/03/2013,91
411,01/03/2013,43
332,01/03/2013,46
2234,01/03/2013,46
524,01/03/2013,58
724,01/03/2013,26
323,01/03/2013,55
1021,01/03/2013,47
1111,01/03/2013,45
1833,01/03/2013,45
2533,01/03/2013,65
2024,01/02/2013,17
812,01/02/2013,32
1524,01/03/2013,47
1432,01/03/2013,32
1011,01/03/2013,69
1622,01/03/2013,29
324,01/03/2013,49
414,01/03/2013,71
433,01/03/2013,28
2525,01/03/2013,21
832,01/03/2013,60
814,01/03/2013,26
225,01/03/2013,26
723,01/03/2013,47
712,01/03/2013,57
1511,01/03/2013,52
1135,01/03/2013,34
815,01/03/2013,52
314,01/03/2013,30
313,01/03/2013,43
1421,01/03/2013,26
1913,01/03/2013,41
1112,01/03/2013,53
911,01/03/2013,13
213,01/03/2013,36
1022,01/03/2013,36
831,01/03/2013,39
731,01/03/2013,14
611,01/03/2013,45
1822,01/03/2013,21
1013,01/03/2013,41
331,01/03/2013,66
1713,01/03/2013,28
1723,01/03/2013,36
621,01/03/2013,62
914,01/03/2013,29
122,01/03/2013,57
1731,01/03/2013,28
1121,01/03/2013,79
725,01/03/2013,40
1533,01/03/2013,81
833,01/03/2013,52
1823,01/03/2013,18
2411,01/03/2013,27
2524,01/03/2013,31
1522,01/03/2013,60
812,01/03/2013,28
2031,01/03/2013,14
233,01/03/2013,18
1811,01/03/2013,24
1632,01/03/2013,17
1123,01/03/2013,27
1213,01/03/2013,17
2212,01/03/2013,47
1711,01/03/2013,15
1134,01/03/2013,59
835,01/03/2013,36
2522,01/03/2013,29
2412,01/03/2013,26
234,01/03/2013,19
1024,01/03/2013,33
431,01/03/2013,36
933,01/03/2013,34
2521,01/03/2013,49
1722,01/03/2013,28
2514,01/03/2013,35
1633,01/02/2013,39
1223,01/03/2013,39
915,01/03/2013,43
1914,01/02/2013,36
1621,01/03/2013,9
1915,01/03/2013,17
1931,01/03/2013,13
211,01/03/2013,18
221,01/03/2013,28
212,01/03/2013,52
913,01/03/2013,36
935,01/03/2013,27
2012,01/03/2013,14
1651,01/03/2013,10
633,01/03/2013,42
1523,01/03/2013,38
1423,01/03/2013,23
835,01/04/2013,44
2211,01/03/2013,23
1914,01/03/2013,33
1533,01/04/2013,82
1624,01/03/2013,25
2513,01/04/2013,18
215,01/03/2013,18
2422,01/04/2013,52
1033,01/04/2013,25
322,01/04/2013,48
324,01/04/2013,54
1422,01/04/2013,54
2432,01/04/2013,27
2515,01/03/2013,40
1115,01/03/2013,52
822,01/04/2013,47
822,01/03/2013,33
1831,01/04/2013,37
423,01/04/2013,77
1224,01/04/2013,19
631,01/04/2013,51
1432,01/04/2013,31
413,01/04/2013,49
634,01/04/2013,34
332,01/04/2013,40
1112,01/04/2013,67
712,01/04/2013,63
1821,01/04/2013,42
424,01/04/2013,55
1613,01/04/2013,12
825,01/04/2013,48
532,01/04/2013,35
733,01/04/2013,39
1524,01/04/2013,55
1511,01/04/2013,52
1512,01/03/2013,25
1234,01/04/2013,43
1235,01/04/2013,29
932,01/04/2013,36
633,01/04/2013,26
133,01/04/2013,32
623,01/04/2013,53
1813,01/04/2013,9
422,01/04/2013,47
831,01/04/2013,68
1431,01/04/2013,15
925,01/04/2013,26
1924,01/04/2013,52
632,01/04/2013,77
1913,01/04/2013,38
1212,01/04/2013,41
915,01/04/2013,34
1624,01/04/2013,36
1813,01/03/2013,14
1013,01/04/2013,34
321,01/04/2013,52
1712,01/04/2013,41
1732,01/04/2013,26
1731,01/04/2013,40
711,01/04/2013,40
1012,01/04/2013,35
1222,01/04/2013,31
811,01/04/2013,37
1922,01/03/2013,32
2012,01/04/2013,17
1221,01/04/2013,32
1121,01/04/2013,73
1113,01/04/2013,46
724,01/04/2013,33
1832,01/04/2013,34
1421,01/04/2013,37
2213,01/03/2013,26
1135,01/04/2013,46
2032,01/04/2013,16
2515,01/04/2013,43
1111,01/04/2013,41
533,01/04/2013,46
2532,01/04/2013,43
1512,01/04/2013,30
2433,01/04/2013,34
215,01/04/2013,20
2221,01/04/2013,30
511,01/04/2013,87
531,01/04/2013,47
331,01/04/2013,56
313,01/04/2013,40
2512,01/04/2013,48
214,01/04/2013,26
1622,01/04/2013,30
1634,01/04/2013,25
1413,01/03/2013,20
933,01/04/2013,30
815,01/04/2013,54
2424,01/04/2013,31
2523,01/04/2013,33
613,01/04/2013,53
1011,01/04/2013,61
1935,01/03/2013,31
832,01/04/2013,57
223,01/04/2013,32
1223,01/04/2013,24
2212,01/04/2013,45
734,01/04/2013,35
1434,01/04/2013,42
2422,01/03/2013,41
524,01/04/2013,48
432,01/03/2013,41
834,01/04/2013,56
1123,01/04/2013,49
1632,01/04/2013,19
1433,01/04/2013,23
914,01/04/2013,41
1914,01/04/2013,35
112,01/04/2013,52
113,01/04/2013,28
821,01/04/2013,42
714,01/04/2013,29
2222,01/04/2013,47
2514,01/04/2013,44
813,01/04/2013,44
2535,01/03/2013,31
1523,01/04/2013,44
1831,01/03/2013,55
2423,01/02/2013,17
1811,01/04/2013,28
735,01/04/2013,48
1921,01/04/2013,23
1833,01/04/2013,59
1922,01/04/2013,38
